PaperID,TrialID,System,Category,Analyte,Value,SD,Unit,Significance,Location,Notes
roostaEffectsFoliarApplication2011,roostaEffectsFoliarApplication2011-T7,HYD,biochemistry,Chlorophyll a,1559,36,nmol/g leaf FW,ab,Table 4,Foliar treatment: Zn (ZnCl2). Duncan's multiple range test grouping letters as printed; not a p-value.
roostaEffectsFoliarApplication2011,roostaEffectsFoliarApplication2011-T7,HYD,biochemistry,Chlorophyll b,579,9,nmol/g leaf FW,f,Table 4,Foliar treatment: Zn (ZnCl2). Duncan's multiple range test grouping letters as printed; not a p-value.
roostaEffectsFoliarApplication2011,roostaEffectsFoliarApplication2011-T7,HYD,biochemistry,Carotenoids,232,19,nmol/g leaf FW,a,Table 4,Foliar treatment: Zn (ZnCl2). Duncan's multiple range test grouping letters as printed; not a p-value.
roostaEffectsFoliarApplication2011,roostaEffectsFoliarApplication2011-T8,AP,biochemistry,SPAD (young leaves),39.17,1.31,SPAD units,b-e,"Table 4, young leaves",Foliar treatment: Cu (CuSO4.5H2O). Duncan's multiple range test grouping letters as printed; not a p-value.
roostaEffectsFoliarApplication2011,roostaEffectsFoliarApplication2011-T8,AP,biochemistry,SPAD (old leaves),33.92,1.41,SPAD units,a-d,"Table 4, old leaves",Foliar treatment: Cu (CuSO4.5H2O). Duncan's multiple range test grouping letters as printed; not a p-value.
roostaEffectsFoliarApplication2011,roostaEffectsFoliarApplication2011-T8,AP,biochemistry,Chlorophyll a,1642,59,nmol/g leaf FW,ab,Table 4,Foliar treatment: Cu (CuSO4.5H2O). Duncan's multiple range test grouping letters as printed; not a p-value.
roostaEffectsFoliarApplication2011,roostaEffectsFoliarApplication2011-T8,AP,biochemistry,Chlorophyll b,597,27,nmol/g leaf FW,ef,Table 4,Foliar treatment: Cu (CuSO4.5H2O). Duncan's multiple range test grouping letters as printed; not a p-value.
roostaEffectsFoliarApplication2011,roostaEffectsFoliarApplication2011-T8,AP,biochemistry,Carotenoids,149,3,nmol/g leaf FW,e-g,Table 4,Foliar treatment: Cu (CuSO4.5H2O). Duncan's multiple range test grouping letters as printed; not a p-value.
roostaEffectsFoliarApplication2011,roostaEffectsFoliarApplication2011-T8,HYD,biochemistry,SPAD (young leaves),37.65,1.60,SPAD units,c-f,"Table 4, young leaves",Foliar treatment: Cu (CuSO4.5H2O). Duncan's multiple range test grouping letters as printed; not a p-value.
roostaEffectsFoliarApplication2011,roostaEffectsFoliarApplication2011-T8,HYD,biochemistry,SPAD (old leaves),34.55,1.80,SPAD units,a-c,"Table 4, old leaves",Foliar treatment: Cu (CuSO4.5H2O). Duncan's multiple range test grouping letters as printed; not a p-value.
roostaEffectsFoliarApplication2011,roostaEffectsFoliarApplication2011-T8,HYD,biochemistry,Chlorophyll a,1563,13,nmol/g leaf FW,ab,Table 4,Foliar treatment: Cu (CuSO4.5H2O). Duncan's multiple range test grouping letters as printed; not a p-value.
roostaEffectsFoliarApplication2011,roostaEffectsFoliarApplication2011-T8,HYD,biochemistry,Chlorophyll b,724,22,nmol/g leaf FW,c-e,Table 4,Foliar treatment: Cu (CuSO4.5H2O). Duncan's multiple range test grouping letters as printed; not a p-value.
roostaEffectsFoliarApplication2011,roostaEffectsFoliarApplication2011-T8,HYD,biochemistry,Carotenoids,180,9,nmol/g leaf FW,bc,Table 4,Foliar treatment: Cu (CuSO4.5H2O). Duncan's multiple range test grouping letters as printed; not a p-value.
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T1,AP,biochemistry,SPAD index,NR,NR,SPAD units,NR,"Fig 6A, p.7","Figure only (Fig 6A, p.7); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T1,AP,biochemistry,Total chlorophyll,NR,NR,ug/g FM,NR,"Fig 6B, p.7","Figure only (Fig 6B, p.7); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T1,AP,biochemistry,Chlorophyll a,NR,NR,ug/g FM,NR,"Fig 6C, p.7","Figure only (Fig 6C, p.7); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T1,AP,biochemistry,Chlorophyll b,NR,NR,ug/g FM,NR,"Fig 7A-C, p.7-8","Figure only (Fig 7A-C, p.7-8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T1,AP,biochemistry,Carotenoids,NR,NR,ug/g FM,NR,"Fig 8A, p.8","Figure only (Fig 8A, p.8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T1,AP,biochemistry,Anthocyanin content,NR,NR,NR,NR,"Fig 8B, p.8","Figure only (Fig 8B, p.8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T1,AP,biochemistry,Essential oil content,NR,NR,% dry matter,NR,"Fig 13, p.17","Figure only (Fig 13, p.17); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T1,AP,mineral,Potassium (K),NR,NR,NR,NR,"Fig 9A, p.7-8","Figure only (Fig 9A, p.7-8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T1,AP,mineral,Calcium (Ca),NR,NR,NR,NR,"Fig 9B, p.7-8","Figure only (Fig 9B, p.7-8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T1,AP,mineral,Sodium (Na),NR,NR,NR,NR,"Fig 9C, p.7-8","Figure only (Fig 9C, p.7-8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T1,AP,mineral,Iron (Fe),NR,NR,NR,NR,"Fig 10A, p.8","Figure only (Fig 10A, p.8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T1,AP,mineral,Manganese (Mn),NR,NR,NR,NR,"Fig 10B, p.8","Figure only (Fig 10B, p.8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T1,AP,mineral,Zinc (Zn),NR,NR,NR,NR,"Fig 11, p.8-9","Figure only (Fig 11, p.8-9); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md. PDF quality note: the Fig 11 y-axis label extracts (via pdfplumber) as reversed/rotated text "")MD gk/gm(nZ"", which decodes to ""Zn(mg/kg DM)"" reversed -- i.e. the axis is apparently labelled mg/kg DM. This is an axis LABEL, not a bar value, and was not used to fill the Unit field above (kept NR) since it is a garbled OCR-adjacent artifact rather than a cleanly readable statement."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T1,AP,mineral,Copper (Cu),NR,NR,NR,NR,"Fig 12, p.8-9","Figure only (Fig 12, p.8-9); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T1,HYD,biochemistry,SPAD index,NR,NR,SPAD units,NR,"Fig 6A, p.7","Figure only (Fig 6A, p.7); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T1,HYD,biochemistry,Total chlorophyll,NR,NR,ug/g FM,NR,"Fig 6B, p.7","Figure only (Fig 6B, p.7); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T1,HYD,biochemistry,Chlorophyll a,NR,NR,ug/g FM,NR,"Fig 6C, p.7","Figure only (Fig 6C, p.7); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T1,HYD,biochemistry,Chlorophyll b,NR,NR,ug/g FM,NR,"Fig 7A-C, p.7-8","Figure only (Fig 7A-C, p.7-8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T1,HYD,biochemistry,Carotenoids,NR,NR,ug/g FM,NR,"Fig 8A, p.8","Figure only (Fig 8A, p.8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T1,HYD,biochemistry,Anthocyanin content,NR,NR,NR,NR,"Fig 8B, p.8","Figure only (Fig 8B, p.8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T1,HYD,biochemistry,Essential oil content,NR,NR,% dry matter,NR,"Fig 13, p.17","Figure only (Fig 13, p.17); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T1,HYD,mineral,Potassium (K),NR,NR,NR,NR,"Fig 9A, p.7-8","Figure only (Fig 9A, p.7-8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T1,HYD,mineral,Calcium (Ca),NR,NR,NR,NR,"Fig 9B, p.7-8","Figure only (Fig 9B, p.7-8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T1,HYD,mineral,Sodium (Na),NR,NR,NR,NR,"Fig 9C, p.7-8","Figure only (Fig 9C, p.7-8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T1,HYD,mineral,Iron (Fe),NR,NR,NR,NR,"Fig 10A, p.8","Figure only (Fig 10A, p.8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T1,HYD,mineral,Manganese (Mn),NR,NR,NR,NR,"Fig 10B, p.8","Figure only (Fig 10B, p.8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T1,HYD,mineral,Zinc (Zn),NR,NR,NR,NR,"Fig 11, p.8-9","Figure only (Fig 11, p.8-9); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md. PDF quality note: the Fig 11 y-axis label extracts (via pdfplumber) as reversed/rotated text "")MD gk/gm(nZ"", which decodes to ""Zn(mg/kg DM)"" reversed -- i.e. the axis is apparently labelled mg/kg DM. This is an axis LABEL, not a bar value, and was not used to fill the Unit field above (kept NR) since it is a garbled OCR-adjacent artifact rather than a cleanly readable statement."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T1,HYD,mineral,Copper (Cu),NR,NR,NR,NR,"Fig 12, p.8-9","Figure only (Fig 12, p.8-9); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T2,AP,biochemistry,SPAD index,NR,NR,SPAD units,NR,"Fig 6A, p.7","Figure only (Fig 6A, p.7); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T2,AP,biochemistry,Total chlorophyll,NR,NR,ug/g FM,NR,"Fig 6B, p.7","Figure only (Fig 6B, p.7); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T2,AP,biochemistry,Chlorophyll a,NR,NR,ug/g FM,NR,"Fig 6C, p.7","Figure only (Fig 6C, p.7); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T2,AP,biochemistry,Chlorophyll b,NR,NR,ug/g FM,NR,"Fig 7A-C, p.7-8","Figure only (Fig 7A-C, p.7-8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T2,AP,biochemistry,Carotenoids,NR,NR,ug/g FM,NR,"Fig 8A, p.8","Figure only (Fig 8A, p.8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T2,AP,biochemistry,Anthocyanin content,NR,NR,NR,NR,"Fig 8B, p.8","Figure only (Fig 8B, p.8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T2,AP,biochemistry,Essential oil content,NR,NR,% dry matter,NR,"Fig 13, p.17","Figure only (Fig 13, p.17); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T2,AP,mineral,Potassium (K),NR,NR,NR,NR,"Fig 9A, p.7-8","Figure only (Fig 9A, p.7-8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T2,AP,mineral,Calcium (Ca),NR,NR,NR,NR,"Fig 9B, p.7-8","Figure only (Fig 9B, p.7-8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T2,AP,mineral,Sodium (Na),NR,NR,NR,NR,"Fig 9C, p.7-8","Figure only (Fig 9C, p.7-8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T2,AP,mineral,Iron (Fe),NR,NR,NR,NR,"Fig 10A, p.8","Figure only (Fig 10A, p.8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T2,AP,mineral,Manganese (Mn),NR,NR,NR,NR,"Fig 10B, p.8","Figure only (Fig 10B, p.8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T2,AP,mineral,Zinc (Zn),NR,NR,NR,NR,"Fig 11, p.8-9","Figure only (Fig 11, p.8-9); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md. PDF quality note: the Fig 11 y-axis label extracts (via pdfplumber) as reversed/rotated text "")MD gk/gm(nZ"", which decodes to ""Zn(mg/kg DM)"" reversed -- i.e. the axis is apparently labelled mg/kg DM. This is an axis LABEL, not a bar value, and was not used to fill the Unit field above (kept NR) since it is a garbled OCR-adjacent artifact rather than a cleanly readable statement."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T2,AP,mineral,Copper (Cu),NR,NR,NR,NR,"Fig 12, p.8-9","Figure only (Fig 12, p.8-9); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T2,HYD,biochemistry,SPAD index,NR,NR,SPAD units,NR,"Fig 6A, p.7","Figure only (Fig 6A, p.7); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T2,HYD,biochemistry,Total chlorophyll,NR,NR,ug/g FM,NR,"Fig 6B, p.7","Figure only (Fig 6B, p.7); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T2,HYD,biochemistry,Chlorophyll a,NR,NR,ug/g FM,NR,"Fig 6C, p.7","Figure only (Fig 6C, p.7); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T2,HYD,biochemistry,Chlorophyll b,NR,NR,ug/g FM,NR,"Fig 7A-C, p.7-8","Figure only (Fig 7A-C, p.7-8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T2,HYD,biochemistry,Carotenoids,NR,NR,ug/g FM,NR,"Fig 8A, p.8","Figure only (Fig 8A, p.8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T2,HYD,biochemistry,Anthocyanin content,NR,NR,NR,NR,"Fig 8B, p.8","Figure only (Fig 8B, p.8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T2,HYD,biochemistry,Essential oil content,NR,NR,% dry matter,NR,"Fig 13, p.17","Figure only (Fig 13, p.17); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T2,HYD,mineral,Potassium (K),NR,NR,NR,NR,"Fig 9A, p.7-8","Figure only (Fig 9A, p.7-8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T2,HYD,mineral,Calcium (Ca),NR,NR,NR,NR,"Fig 9B, p.7-8","Figure only (Fig 9B, p.7-8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T2,HYD,mineral,Sodium (Na),NR,NR,NR,NR,"Fig 9C, p.7-8","Figure only (Fig 9C, p.7-8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T2,HYD,mineral,Iron (Fe),NR,NR,NR,NR,"Fig 10A, p.8","Figure only (Fig 10A, p.8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T2,HYD,mineral,Manganese (Mn),NR,NR,NR,NR,"Fig 10B, p.8","Figure only (Fig 10B, p.8); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T2,HYD,mineral,Zinc (Zn),NR,NR,NR,NR,"Fig 11, p.8-9","Figure only (Fig 11, p.8-9); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md. PDF quality note: the Fig 11 y-axis label extracts (via pdfplumber) as reversed/rotated text "")MD gk/gm(nZ"", which decodes to ""Zn(mg/kg DM)"" reversed -- i.e. the axis is apparently labelled mg/kg DM. This is an axis LABEL, not a bar value, and was not used to fill the Unit field above (kept NR) since it is a garbled OCR-adjacent artifact rather than a cleanly readable statement."
roostaFoliarApplicationPotassium2025,roostaFoliarApplicationPotassium2025-T2,HYD,mineral,Copper (Cu),NR,NR,NR,NR,"Fig 12, p.8-9","Figure only (Fig 12, p.8-9); reported as a lettered Duncan-test bar chart across all 18 treatment cells (2 cultivars x 3 nutrient solutions x 3 foliar sprays), no numeric value given in running text or any table. Never read off a figure per SCHEMA.md."
ruImprovementAquaponicPerformance2017,ruImprovementAquaponicPerformance2017-T1,AP,mineral,Leaf Ca,1.77,0.33,µg/g,NR,"Table 3, p.16334",
ruImprovementAquaponicPerformance2017,ruImprovementAquaponicPerformance2017-T1,AP,mineral,Leaf Mg,0.28,0.03,µg/g,NR,"Table 3, p.16334",
ruImprovementAquaponicPerformance2017,ruImprovementAquaponicPerformance2017-T1,AP,mineral,Leaf K,4.22,0.56,µg/g,NR,"Table 3, p.16334","Text (p.16333) states leaf K was the only element differing between Treatment/Control leaves (""...except for K""); no p-value or table letter given directly, so Significance left NR per the paper's-own-marking rule."
ruImprovementAquaponicPerformance2017,ruImprovementAquaponicPerformance2017-T1,AP,mineral,Leaf Fe,53.83,2.81,µg/g,NR,"Table 3, p.16334",
ruImprovementAquaponicPerformance2017,ruImprovementAquaponicPerformance2017-T1,AP,mineral,Leaf Mn,53.58,5.62,µg/g,NR,"Table 3, p.16334",
ruImprovementAquaponicPerformance2017,ruImprovementAquaponicPerformance2017-T1,AP,mineral,Leaf Zn,35.92,2.62,µg/g,NR,"Table 3, p.16334",
ruImprovementAquaponicPerformance2017,ruImprovementAquaponicPerformance2017-T1,AP,mineral,Leaf Cu,2.83,0.62,µg/g,NR,"Table 3, p.16334",
ruImprovementAquaponicPerformance2017,ruImprovementAquaponicPerformance2017-T1,Control,mineral,Leaf Ca,1.4,0.13,µg/g,NR,"Table 3, p.16334",
ruImprovementAquaponicPerformance2017,ruImprovementAquaponicPerformance2017-T1,Control,mineral,Leaf Mg,0.34,0.01,µg/g,NR,"Table 3, p.16334",
ruImprovementAquaponicPerformance2017,ruImprovementAquaponicPerformance2017-T1,Control,mineral,Leaf K,1.54,0.44,µg/g,NR,"Table 3, p.16334","Text (p.16333) states leaf K was the only element differing between Treatment/Control leaves (""...except for K""); no p-value or table letter given directly, so Significance left NR per the paper's-own-marking rule."
ruImprovementAquaponicPerformance2017,ruImprovementAquaponicPerformance2017-T1,Control,mineral,Leaf Fe,54.08,4.28,µg/g,NR,"Table 3, p.16334",
ruImprovementAquaponicPerformance2017,ruImprovementAquaponicPerformance2017-T1,Control,mineral,Leaf Mn,56.97,6.72,µg/g,NR,"Table 3, p.16334",
ruImprovementAquaponicPerformance2017,ruImprovementAquaponicPerformance2017-T1,Control,mineral,Leaf Zn,39.48,4.59,µg/g,NR,"Table 3, p.16334",
